step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
448,20608,896,0.032295847617632115,1.0,1.0,,,,,
449,20658,898,0.01743216388064563,1.0,1.0,0.02468812041061938,1.0,1.0,,
450,20708,900,0.020534712807226848,1.0,1.0,,,,,
451,20742,902,0.023569166901670543,1.0,1.0,,,,,
452,20776,904,0.1393475643235115,0.5,0.5,,,,,
453,20826,906,0.024260189002397962,1.0,1.0,,,,,
454,20876,908,0.021037117482537723,1.0,1.0,,,,,
455,20910,910,0.024935852613944015,1.0,1.0,,,,,
456,20944,912,0.019738575860501446,1.0,1.0,,,,,
457,20994,914,0.02272324443970623,1.0,1.0,0.01836001947773184,1.0,1.0,,
458,21028,916,0.06472346202859626,0.5,0.5,,,,,
459,21078,918,0.026213369302022334,1.0,1.0,,,,,
460,21128,920,0.08738840880744343,0.5,0.5,,,,,
461,21178,922,0.013929129437189358,1.0,1.0,,,,,
462,21228,924,0.01591339137713779,1.0,1.0,,,,,
463,21262,926,0.027369067328163514,1.0,1.0,,,,,
464,21312,928,0.02656376941042254,1.0,1.0,,,,,
465,21362,930,0.016407353538891885,1.0,1.0,0.019337178554560523,1.0,1.0,,
466,21412,932,0.01494003607700506,1.0,1.0,,,,,
467,21462,934,0.22190398326326735,0.5,0.5,,,,,
468,21496,936,0.04743223442459567,1.0,1.0,,,,,
469,21546,938,0.028020785672427644,1.0,1.0,,,,,
470,21596,940,0.02588810003559047,1.0,1.0,,,,,
471,21646,942,0.020592459047632777,1.0,1.0,,,,,
472,21696,944,0.015597515195295272,1.0,1.0,,,,,
473,21730,946,0.022330311979603723,1.0,1.0,0.06734983187857627,0.5,0.5,,
474,21780,948,0.016689183763301117,1.0,1.0,,,,,
475,21814,950,0.022695972457822792,1.0,1.0,,,,,
476,21848,952,0.017082457131036795,1.0,1.0,,,,,
477,21882,954,0.01996926447391161,1.0,1.0,,,,,
478,21932,956,0.04605668590889158,0.5,0.5,,,,,
479,21982,958,0.018177326180060238,1.0,1.0,,,,,
480,22032,960,0.017435290118834625,1.0,1.0,,,,,
481,22082,962,0.022866816466169743,1.0,1.0,0.017525382995954714,1.0,1.0,,
482,22132,964,0.016300761636466633,1.0,1.0,,,,,
483,22166,966,0.01715200384038326,1.0,1.0,,,,,
484,22216,968,0.019663457889546408,1.0,1.0,,,,,
485,22266,970,0.022074720877863,1.0,1.0,,,,,
486,22316,972,0.02061889053831692,1.0,1.0,,,,,
487,22366,974,0.02087968211359112,1.0,1.0,,,,,
488,22416,976,0.022685663127049338,1.0,1.0,,,,,
489,22466,978,0.0177812566368569,1.0,1.0,0.014373045845920085,1.0,1.0,,
490,22516,980,0.04215044682197913,0.5,0.5,,,,,
491,22550,982,0.02216614359662344,1.0,1.0,,,,,
492,22584,984,0.029434285496681697,1.0,1.0,,,,,
493,22634,986,0.016162357846915252,1.0,1.0,,,,,
494,22684,988,0.015961172906778908,1.0,1.0,,,,,
495,22718,990,0.026703335689276176,1.0,1.0,,,,,
496,22768,992,0.02236760715730876,1.0,1.0,,,,,
497,22818,994,0.02088374703574421,1.0,1.0,0.016555285112893517,1.0,1.0,,
498,22868,996,0.017519447155063973,1.0,1.0,,,,,
499,22918,998,0.023927643723000075,1.0,1.0,,,,,
500,22968,1000,0.019170541440289523,1.0,1.0,,,,,
501,23018,1002,0.01847871261401451,1.0,1.0,,,,,
502,23052,1004,0.022283027543785465,1.0,1.0,,,,,
503,23102,1006,0.022294837140992358,1.0,1.0,,,,,
504,23152,1008,0.012695156207482796,1.0,1.0,,,,,
505,23202,1010,0.017158156590109382,1.0,1.0,0.018933273819202442,1.0,1.0,,
506,23252,1012,0.01981969473707371,1.0,1.0,,,,,
507,23302,1014,0.023657588755328713,1.0,1.0,,,,,
508,23352,1016,0.015539336001917646,1.0,1.0,,,,,
509,23386,1018,0.02828890870980104,1.0,1.0,,,,,
510,23420,1020,0.07687544992222684,0.5,0.5,,,,,
511,23470,1022,0.019011223857948303,1.0,1.0,,,,,
512,23520,1024,0.018920161642718085,1.0,1.0,,,,,
513,23570,1026,0.015632837943606624,1.0,1.0,0.01491388714533362,1.0,1.0,,
514,23620,1028,0.020312895027648967,1.0,1.0,,,,,
515,23670,1030,0.019492959361969042,1.0,1.0,,,,,
516,23720,1032,0.021220423531279568,1.0,1.0,,,,,
517,23770,1034,0.01949464919778014,1.0,1.0,,,,,
518,23820,1036,0.022887172167526535,1.0,1.0,,,,,
519,23854,1038,0.019188538968774083,1.0,1.0,,,,,
520,23888,1040,0.026614973282703434,1.0,1.0,,,,,
521,23938,1042,0.016274299560682267,1.0,1.0,0.016080546937361453,1.0,1.0,,
522,23972,1044,0.021043104186828716,1.0,1.0,,,,,
523,24022,1046,0.026303501712379027,1.0,1.0,,,,,
524,24056,1048,0.0187672054129689,1.0,1.0,,,,,
525,24106,1050,0.019346640174929538,1.0,1.0,,,,,
526,24156,1052,0.01814649802550169,1.0,1.0,,,,,
527,24190,1054,0.018923776890712816,1.0,1.0,,,,,
528,24240,1056,0.0197005856945907,1.0,1.0,,,,,
529,24290,1058,0.013617906616709662,1.0,1.0,0.021853178160502768,1.0,1.0,,
530,24340,1060,0.017433700481099854,1.0,1.0,,,,,
531,24390,1062,0.013681815755408026,1.0,1.0,,,,,
532,24440,1064,0.022111079065640905,1.0,1.0,,,,,
533,24490,1066,0.015293960443256462,1.0,1.0,,,,,
534,24524,1068,0.026391238226897255,1.0,1.0,,,,,
535,24574,1070,0.020075987515568463,1.0,1.0,,,,,
536,24624,1072,0.025810234674784927,1.0,1.0,,,,,
537,24674,1074,0.013625353536869321,1.0,1.0,0.022016615480188195,1.0,1.0,,
538,24724,1076,0.02029383438119112,1.0,1.0,,,,,
539,24774,1078,0.01302135780260869,1.0,1.0,,,,,
540,24808,1080,0.017225781697079584,1.0,1.0,,,,,
541,24842,1082,0.01753414804804379,1.0,1.0,,,,,
542,24892,1084,0.015108533623752014,1.0,1.0,,,,,
543,24926,1086,0.06334961004053184,0.5,0.5,,,,,
544,24960,1088,0.025925581366318513,1.0,1.0,,,,,
545,25010,1090,0.020281848688731164,1.0,1.0,0.01733118216186995,1.0,1.0,,
546,25060,1092,0.015359204776080633,1.0,1.0,,,,,
547,25110,1094,0.027361822289940396,1.0,1.0,,,,,
548,25144,1096,0.021991108732945575,1.0,1.0,,,,,
549,25194,1098,0.01854414299120132,1.0,1.0,,,,,
550,25244,1100,0.01249774793626178,1.0,1.0,,,,,
551,25294,1102,0.024147864561734123,1.0,1.0,,,,,
552,25328,1104,0.01994918314188908,1.0,1.0,,,,,
553,25362,1106,0.02066697651749564,1.0,1.0,0.0167899650056961,1.0,1.0,,
554,25412,1108,0.017359963863109444,1.0,1.0,,,,,
555,25462,1110,0.07844545781054572,0.5,0.5,,,,,
556,25496,1112,0.02564751824875657,1.0,1.0,,,,,
557,25530,1114,0.025353452558774737,1.0,1.0,,,,,
558,25564,1116,0.023477077926881976,1.0,1.0,,,,,
559,25614,1118,0.015098840690625365,1.0,1.0,,,,,
560,25664,1120,0.0169506276558847,1.0,1.0,,,,,
561,25714,1122,0.01758158121643646,1.0,1.0,0.012600219846056764,1.0,1.0,,
562,25748,1124,0.021988121895265066,1.0,1.0,,,,,
563,25782,1126,0.016782430111725262,1.0,1.0,,,,,
564,25816,1128,0.023204128241876558,1.0,1.0,,,,,
565,25866,1130,0.013490918495874667,1.0,1.0,,,,,
566,25916,1132,0.015485414085463466,1.0,1.0,,,,,
567,25966,1134,0.01424447511110581,1.0,1.0,,,,,
568,26000,1136,0.024149679883330465,1.0,1.0,,,,,
569,26050,1138,0.01472358984655936,1.0,1.0,0.011341087322208902,1.0,1.0,,
570,26100,1140,0.015036489209390614,1.0,1.0,,,,,
571,26150,1142,0.018375451058712616,1.0,1.0,,,,,
572,26200,1144,0.016397317487220182,1.0,1.0,,,,,
573,26250,1146,0.012568635342061804,1.0,1.0,,,,,
574,26300,1148,0.022068889480166647,1.0,1.0,,,,,
575,26350,1150,0.014522658003528097,1.0,1.0,,,,,
576,26400,1152,0.016558320031532882,1.0,1.0,,,,,
577,26450,1154,0.02249761641980513,1.0,1.0,0.014559466905466252,1.0,1.0,,
578,26484,1156,0.021935244039086685,1.0,1.0,,,,,
579,26534,1158,0.015479488112202186,1.0,1.0,,,,,
580,26584,1160,0.021399456044067244,1.0,1.0,,,,,
581,26634,1162,0.044782747986149236,0.5,0.5,,,,,
582,26668,1164,0.02219135241957702,1.0,1.0,,,,,
583,26702,1166,0.03778538380983264,1.0,1.0,,,,,
584,26752,1168,0.013296917035865287,1.0,1.0,,,,,
585,26786,1170,0.022113234670996466,1.0,1.0,0.022379584630912178,1.0,1.0,,
586,26836,1172,0.014822193538044906,1.0,1.0,,,,,
587,26870,1174,0.019730374741557175,1.0,1.0,,,,,
588,26920,1176,0.014653579734305519,1.0,1.0,,,,,
589,26970,1178,0.012899773412076078,1.0,1.0,,,,,
590,27020,1180,0.0201006209723649,1.0,1.0,,,,,
591,27070,1182,0.017669107074907514,1.0,1.0,,,,,
592,27104,1184,0.17211976084892744,0.0,0.0,,,,,
593,27154,1186,0.01396461193193166,1.0,1.0,0.08397597001308896,0.5,0.5,,
594,27204,1188,0.01866378294766643,1.0,1.0,,,,,
595,27254,1190,0.01661570256434061,1.0,1.0,,,,,
596,27304,1192,0.013691969605000243,1.0,1.0,,,,,
597,27338,1194,0.031036124281881714,1.0,1.0,,,,,
598,27388,1196,0.020061082414325332,1.0,1.0,,,,,
599,27438,1198,0.02960362710009577,1.0,1.0,,,,,
600,27472,1200,0.03286250607921829,1.0,1.0,,,,,
601,27506,1202,0.01668929963364462,1.0,1.0,0.019699419713867128,1.0,1.0,,
602,27556,1204,0.0179087920583576,1.0,1.0,,,,,
603,27590,1206,0.020272062973672293,1.0,1.0,,,,,
604,27624,1208,0.029158297053818387,1.0,1.0,,,,,
605,27674,1210,0.06301799223863781,0.5,0.5,,,,,
606,27724,1212,0.013563522422518874,1.0,1.0,,,,,
607,27774,1214,0.013819012004375205,1.0,1.0,,,,,
608,27824,1216,0.015490948147313855,1.0,1.0,,,,,
609,27874,1218,0.01852449672132934,1.0,1.0,0.017775653300899044,1.0,1.0,,
610,27908,1220,0.018651355673147237,1.0,1.0,,,,,
611,27958,1222,0.011812274723318599,1.0,1.0,,,,,
612,28008,1224,0.01929884003463182,1.0,1.0,,,,,
613,28042,1226,0.019819119450839934,1.0,1.0,,,,,
614,28076,1228,0.018642346129454382,1.0,1.0,,,,,
615,28126,1230,0.016692711969412816,1.0,1.0,,,,,
616,28176,1232,0.016435048004204877,1.0,1.0,,,,,
617,28226,1234,0.013112065342526574,1.0,1.0,0.011620228709298318,1.0,1.0,,
618,28276,1236,0.018576849552506856,1.0,1.0,,,,,
619,28326,1238,0.02339164430644511,1.0,1.0,,,,,
620,28376,1240,0.0167860227366297,1.0,1.0,,,,,
621,28426,1242,0.015834800649590763,1.0,1.0,,,,,
622,28476,1244,0.018222818411504707,1.0,1.0,,,,,
623,28526,1246,0.013648337237573286,1.0,1.0,,,,,
624,28576,1248,0.015308501234788613,1.0,1.0,,,,,
625,28626,1250,0.014326330978421238,1.0,1.0,0.01244604960445031,1.0,1.0,,
626,28676,1252,0.015715987783851235,1.0,1.0,,,,,
627,28726,1254,0.022080142082456098,1.0,1.0,,,,,
628,28776,1256,0.015645469399908813,1.0,1.0,,,,,
629,28826,1258,0.1160218159597571,0.5,0.5,,,,,
630,28876,1260,0.01745173656852482,1.0,1.0,,,,,
631,28926,1262,0.012341153300346075,1.0,1.0,,,,,
632,28960,1264,0.023861407771918263,1.0,1.0,,,,,
633,29010,1266,0.013798550412520856,1.0,1.0,0.009390463748350158,1.0,1.0,,
634,29060,1268,0.023256477916644747,1.0,1.0,,,,,
635,29110,1270,0.013870851605831075,1.0,1.0,,,,,
636,29160,1272,0.01958998580541296,1.0,1.0,,,,,
637,29210,1274,0.013515006525576611,1.0,1.0,,,,,
638,29260,1276,0.012901446814770073,1.0,1.0,,,,,
639,29310,1278,0.0130251993421795,1.0,1.0,,,,,
640,29360,1280,0.022513504103226296,1.0,1.0,,,,,
641,29410,1282,0.23493414616846167,0.5,0.5,0.02175924383952861,1.0,1.0,0.981249988079071,0.9813535963476687
642,29460,1284,0.02090232092642433,1.0,1.0,,,,,
643,29510,1286,0.025922951950972977,1.0,1.0,,,,,
644,29544,1288,0.01969596779764288,1.0,1.0,,,,,
645,29578,1290,0.01976624308647388,1.0,1.0,,,,,
646,29628,1292,0.012226681053501429,1.0,1.0,,,,,
647,29662,1294,0.02294537031789787,1.0,1.0,,,,,
648,29696,1296,0.023239381520243116,1.0,1.0,,,,,
649,29746,1298,0.018149497709359818,1.0,1.0,0.06499527364420524,0.5,0.5,,
650,29796,1300,0.022770229084010985,1.0,1.0,,,,,
651,29830,1302,0.013632799866613823,1.0,1.0,,,,,
652,29880,1304,0.013117746085069182,1.0,1.0,,,,,
653,29930,1306,0.016065140619466546,1.0,1.0,,,,,
654,29980,1308,0.013366492812492652,1.0,1.0,,,,,
655,30030,1310,0.013956327569255791,1.0,1.0,,,,,
656,30080,1312,0.01048978820417233,1.0,1.0,,,,,
657,30130,1314,0.01601898540937327,1.0,1.0,0.012320096245530295,1.0,1.0,,
658,30180,1316,0.018153562208529667,1.0,1.0,,,,,
659,30230,1318,0.016941304618552904,1.0,1.0,,,,,
660,30280,1320,0.01895365846513111,1.0,1.0,,,,,
661,30314,1322,0.023049457714769232,1.0,1.0,,,,,
662,30364,1324,0.008891315260583116,1.0,1.0,,,,,
663,30414,1326,0.014492255628383646,1.0,1.0,,,,,
664,30464,1328,0.011347774392585658,1.0,1.0,,,,,
665,30514,1330,0.01637994711449816,1.0,1.0,0.0159109768856221,1.0,1.0,,
666,30548,1332,0.02255288320962791,1.0,1.0,,,,,
667,30598,1334,0.0202293190954515,1.0,1.0,,,,,
668,30632,1336,0.016994103315755637,1.0,1.0,,,,,
669,30682,1338,0.013940621657444962,1.0,1.0,,,,,
670,30732,1340,0.014859256254867429,1.0,1.0,,,,,
671,30782,1342,0.015229281850342885,1.0,1.0,,,,,
672,30832,1344,0.013593608198934815,1.0,1.0,,,,,
673,30866,1346,0.021622971256383607,1.0,1.0,0.014948701630103945,1.0,1.0,,
674,30900,1348,0.018067112464359526,1.0,1.0,,,,,
675,30950,1350,0.015954760947582445,1.0,1.0,,,,,
676,30984,1352,0.014860047353622575,1.0,1.0,,,,,
677,31034,1354,0.009754031639592237,1.0,1.0,,,,,
678,31068,1356,0.016380097988840138,1.0,1.0,,,,,
679,31102,1358,0.02079799955822182,1.0,1.0,,,,,
680,31152,1360,0.01699273395318187,1.0,1.0,,,,,
681,31202,1362,0.01028304291930302,1.0,1.0,0.014804856406105198,1.0,1.0,,
682,31252,1364,0.043882779722074855,0.5,0.5,,,,,
683,31286,1366,0.014624735065481217,1.0,1.0,,,,,
684,31336,1368,0.01794445288577966,1.0,1.0,,,,,
685,31370,1370,0.08965195407540251,0.5,0.5,,,,,
686,31420,1372,0.014010074145147275,1.0,1.0,,,,,
687,31470,1374,0.017312680961719406,1.0,1.0,,,,,
688,31520,1376,0.020058348484177865,1.0,1.0,,,,,
689,31570,1378,0.017393808695414917,1.0,1.0,0.013656314562786065,1.0,1.0,,
690,31620,1380,0.020628069883390103,1.0,1.0,,,,,
691,31670,1382,0.017493711229290058,1.0,1.0,,,,,
692,31704,1384,0.02164213092680256,1.0,1.0,,,,,
693,31754,1386,0.02230802403676838,1.0,1.0,,,,,
694,31804,1388,0.018610051923412054,1.0,1.0,,,,,
695,31854,1390,0.011721848400302404,1.0,1.0,,,,,
696,31904,1392,0.012779688065438678,1.0,1.0,,,,,
697,31938,1394,0.04449940353764191,1.0,1.0,0.04019658716302122,0.5,0.5,,
698,31988,1396,0.01835782215310701,1.0,1.0,,,,,
699,32038,1398,0.02023392210604925,1.0,1.0,,,,,
700,32088,1400,0.02016456630221607,1.0,1.0,,,,,
701,32138,1402,0.017196620734587973,1.0,1.0,,,,,
702,32188,1404,0.018627018917644216,1.0,1.0,,,,,
703,32238,1406,0.014185591606055826,1.0,1.0,,,,,
704,32288,1408,0.02056265032633898,1.0,1.0,,,,,
705,32338,1410,0.021475826729832382,1.0,1.0,0.017363557860214013,1.0,1.0,,
706,32372,1412,0.018989240641103605,1.0,1.0,,,,,
707,32422,1414,0.016019697067519396,1.0,1.0,,,,,
708,32472,1416,0.02421703338626685,1.0,1.0,,,,,
709,32506,1418,0.026346327843966722,1.0,1.0,,,,,
710,32540,1420,0.033575558510488004,1.0,1.0,,,,,
711,32590,1422,0.013240689039806361,1.0,1.0,,,,,
712,32624,1424,0.021598785022051745,1.0,1.0,,,,,
713,32690,1426,0.011474074233742613,1.0,1.0,0.013067829133988199,1.0,1.0,,
714,32740,1428,0.02050541047124625,1.0,1.0,,,,,
715,32790,1430,0.01696748625122685,1.0,1.0,,,,,
716,32840,1432,0.014189022554789215,1.0,1.0,,,,,
717,32890,1434,0.012238698921173637,1.0,1.0,,,,,
718,32924,1436,0.024709579854770708,1.0,1.0,,,,,
719,32974,1438,0.01417132097422761,1.0,1.0,,,,,
720,33024,1440,0.010084547079175082,1.0,1.0,,,,,
721,33074,1442,0.016325888955673235,1.0,1.0,0.011105186314222616,1.0,1.0,,
722,33124,1444,0.01578786220146564,1.0,1.0,,,,,
723,33158,1446,0.01704972954754112,1.0,1.0,,,,,
724,33192,1448,0.026407167048218983,1.0,1.0,,,,,
725,33242,1450,0.013110498683917435,1.0,1.0,,,,,
726,33276,1452,0.1390171887647989,0.5,0.5,,,,,
727,33326,1454,0.01090097044047525,1.0,1.0,,,,,
728,33360,1456,0.14298204898692352,0.0,0.0,,,,,
729,33410,1458,0.019407542301523792,1.0,1.0,0.018281321211058334,1.0,1.0,,
730,33460,1460,0.012345295754918576,1.0,1.0,,,,,
731,33510,1462,0.01348719357100587,1.0,1.0,,,,,
732,33560,1464,0.016401798680860034,1.0,1.0,,,,,
733,33610,1466,0.03557212301232842,1.0,1.0,,,,,
734,33660,1468,0.02363306718116898,1.0,1.0,,,,,
735,33694,1470,0.024057295665552376,1.0,1.0,,,,,
736,33744,1472,0.009839806480595145,1.0,1.0,,,,,
737,33794,1474,0.012648435265068656,1.0,1.0,0.015219266587034022,1.0,1.0,,
738,33844,1476,0.016686395103970426,1.0,1.0,,,,,
739,33894,1478,0.011885370262231543,1.0,1.0,,,,,
740,33928,1480,0.025082004469206824,1.0,1.0,,,,,
741,33978,1482,0.009574289082787195,1.0,1.0,,,,,
742,34028,1484,0.015931897868831587,1.0,1.0,,,,,
743,34078,1486,0.014427931759176622,1.0,1.0,,,,,
744,34128,1488,0.017557988571276533,1.0,1.0,,,,,
745,34178,1490,0.01488556545409665,1.0,1.0,0.011273788744838382,1.0,1.0,,
746,34228,1492,0.019941532500015454,1.0,1.0,,,,,
747,34278,1494,0.011241663285454707,1.0,1.0,,,,,
748,34328,1496,0.01580748982538353,1.0,1.0,,,,,
749,34378,1498,0.012851189241130974,1.0,1.0,,,,,
750,34428,1500,0.012801180111255235,1.0,1.0,,,,,
751,34478,1502,0.012865539352942506,1.0,1.0,,,,,
752,34528,1504,0.01539879059384096,1.0,1.0,,,,,
753,34578,1506,0.010667164491696893,1.0,1.0,0.014698471081179984,1.0,1.0,,
754,34628,1508,0.013344653259291588,1.0,1.0,,,,,
755,34662,1510,0.02060178782795447,1.0,1.0,,,,,
756,34696,1512,0.013854804374441301,1.0,1.0,,,,,
757,34746,1514,0.021180859666128527,1.0,1.0,,,,,
758,34780,1516,0.016579168641305844,1.0,1.0,,,,,
759,34830,1518,0.01311319569907937,1.0,1.0,,,,,
760,34880,1520,0.017944460406257957,1.0,1.0,,,,,
761,34930,1522,0.018086414831908162,1.0,1.0,0.011330647993271062,1.0,1.0,,
762,34980,1524,0.018479452340543503,1.0,1.0,,,,,
763,35014,1526,0.015570286660487227,1.0,1.0,,,,,
764,35048,1528,0.01705293282005073,1.0,1.0,,,,,
765,35098,1530,0.019393116188559816,1.0,1.0,,,,,
766,35132,1532,0.030653947289019927,1.0,1.0,,,,,
767,35182,1534,0.009445805332125018,1.0,1.0,,,,,
768,35232,1536,0.01261883832390595,1.0,1.0,,,,,
769,35282,1538,0.01374173026166318,1.0,1.0,0.014469544934272563,1.0,1.0,,
770,35332,1540,0.016397496481379222,1.0,1.0,,,,,
771,35382,1542,0.011674415957556146,1.0,1.0,,,,,
772,35432,1544,0.011555297076633149,1.0,1.0,,,,,
773,35482,1546,0.01456853088519286,1.0,1.0,,,,,
774,35532,1548,0.014575358711060747,1.0,1.0,,,,,
775,35582,1550,0.011752279687473976,1.0,1.0,,,,,
776,35648,1552,0.00957782459003795,1.0,1.0,,,,,
777,35698,1554,0.017784485356330416,1.0,1.0,0.016113715117747535,1.0,1.0,,
778,35748,1556,0.014586472324942102,1.0,1.0,,,,,
779,35798,1558,0.0167499045752326,1.0,1.0,,,,,
780,35848,1560,0.042877424909506,0.5,0.5,,,,,
781,35882,1562,0.023829367272999204,1.0,1.0,,,,,
782,35932,1564,0.017216687900548398,1.0,1.0,,,,,
783,35982,1566,0.014358639083432838,1.0,1.0,,,,,
784,36016,1568,0.012902571025604175,1.0,1.0,,,,,
785,36066,1570,0.010659781064891074,1.0,1.0,0.017320874419410756,1.0,1.0,,
786,36116,1572,0.013779172662131411,1.0,1.0,,,,,
787,36166,1574,0.012861372709403442,1.0,1.0,,,,,
788,36216,1576,0.014431862655067865,1.0,1.0,,,,,
789,36266,1578,0.012564039191790168,1.0,1.0,,,,,
790,36316,1580,0.011373047735301045,1.0,1.0,,,,,
791,36350,1582,0.021678635062585272,1.0,1.0,,,,,
792,36400,1584,0.019298705290485715,1.0,1.0,,,,,
793,36434,1586,0.01982503432907322,1.0,1.0,0.009296009379396916,1.0,1.0,,
794,36484,1588,0.0166258492843402,1.0,1.0,,,,,
795,36534,1590,0.01411935798867186,1.0,1.0,,,,,
796,36584,1592,0.031897211229741824,0.5,0.5,,,,,
797,36618,1594,0.024814319724046068,1.0,1.0,,,,,
798,36668,1596,0.017087266675612417,1.0,1.0,,,,,
799,36718,1598,0.012377211620019276,1.0,1.0,,,,,
800,36768,1600,0.01671311688423126,1.0,1.0,,,,,
801,36802,1602,0.02008079585780024,1.0,1.0,0.012735091655128296,1.0,1.0,,
802,36852,1604,0.020956923170645802,1.0,1.0,,,,,
803,36902,1606,0.01911761651894267,1.0,1.0,,,,,
804,36952,1608,0.01753109893639362,1.0,1.0,,,,,
805,37002,1610,0.016573462129047888,1.0,1.0,,,,,
806,37036,1612,0.02131402085384707,1.0,1.0,,,,,
807,37086,1614,0.009062323987424558,1.0,1.0,,,,,
808,37120,1616,0.02374078873307553,1.0,1.0,,,,,
809,37170,1618,0.01548677497856261,1.0,1.0,0.026564108700022192,1.0,1.0,,
810,37220,1620,0.014134571786316883,1.0,1.0,,,,,
811,37270,1622,0.015524701881610476,1.0,1.0,,,,,
812,37320,1624,0.012061677277026775,1.0,1.0,,,,,
813,37370,1626,0.017649708697930085,1.0,1.0,,,,,
814,37420,1628,0.014799498052492102,1.0,1.0,,,,,
815,37470,1630,0.010127961645452313,1.0,1.0,,,,,
816,37520,1632,0.016816610974693353,1.0,1.0,,,,,
817,37570,1634,0.0134419670027728,1.0,1.0,0.012838958875812144,1.0,1.0,,
818,37620,1636,0.010588746770687675,1.0,1.0,,,,,
819,37654,1638,0.016276535083273983,1.0,1.0,,,,,
820,37704,1640,0.011817180934820043,1.0,1.0,,,,,
821,37754,1642,0.017168036837714073,1.0,1.0,,,,,
822,37804,1644,0.0104027032206371,1.0,1.0,,,,,
823,37854,1646,0.014829318930543803,1.0,1.0,,,,,
824,37888,1648,0.014402653484662553,1.0,1.0,,,,,
825,37938,1650,0.0200832773606453,1.0,1.0,0.021727216633480567,1.0,1.0,,
826,37988,1652,0.010203661245555698,1.0,1.0,,,,,
827,38038,1654,0.017207737174054882,1.0,1.0,,,,,
828,38088,1656,0.01706943796759636,1.0,1.0,,,,,
829,38122,1658,0.018074946111632927,1.0,1.0,,,,,
830,38172,1660,0.028005131637713326,0.5,0.5,,,,,
831,38206,1662,0.019839128013189794,1.0,1.0,,,,,
832,38256,1664,0.014434634516791221,1.0,1.0,,,,,
833,38306,1666,0.013848846815532547,1.0,1.0,0.014278414815738265,1.0,1.0,,
834,38356,1668,0.012756551774218678,1.0,1.0,,,,,
835,38406,1670,0.012149393458547214,1.0,1.0,,,,,
836,38456,1672,0.03328991216523112,0.5,0.5,,,,,
837,38490,1674,0.025120384761366948,1.0,1.0,,,,,
838,38540,1676,0.011589216051737216,1.0,1.0,,,,,
839,38590,1678,0.01818429810130207,1.0,1.0,,,,,
840,38624,1680,0.018315803971909194,1.0,1.0,,,,,
841,38674,1682,0.013450372050353205,1.0,1.0,0.013020844821693913,1.0,1.0,,
842,38724,1684,0.013740472593544837,1.0,1.0,,,,,
843,38774,1686,0.016655047158022473,1.0,1.0,,,,,
844,38824,1688,0.07592758610462322,0.5,0.5,,,,,
845,38874,1690,0.014542086297862323,1.0,1.0,,,,,
846,38908,1692,0.014593403802937246,1.0,1.0,,,,,
847,38958,1694,0.015282899645207335,1.0,1.0,,,,,
848,38992,1696,0.014768813918396973,1.0,1.0,,,,,
849,39042,1698,0.02110249119832588,1.0,1.0,0.01118073454798529,1.0,1.0,,
850,39092,1700,0.014842844211871126,1.0,1.0,,,,,
851,39142,1702,0.017529601160281346,1.0,1.0,,,,,
852,39192,1704,0.016791491291408722,1.0,1.0,,,,,
853,39226,1706,0.015355511714869862,1.0,1.0,,,,,
854,39260,1708,0.02201001353712627,1.0,1.0,,,,,
855,39310,1710,0.01443199300106547,1.0,1.0,,,,,
856,39376,1712,0.01311023907857816,1.0,1.0,,,,,
857,39426,1714,0.014378202359518278,1.0,1.0,0.01358530042234179,1.0,1.0,,
858,39460,1716,0.013979877221877362,1.0,1.0,,,,,
859,39510,1718,0.013901612426113085,1.0,1.0,,,,,
860,39560,1720,0.013203734418701362,1.0,1.0,,,,,
861,39594,1722,0.01680778332482987,1.0,1.0,,,,,
862,39644,1724,0.011831226671538388,1.0,1.0,,,,,
863,39678,1726,0.016397879758151247,1.0,1.0,,,,,
864,39728,1728,0.014386569460784815,1.0,1.0,,,,,
865,39778,1730,0.011631825466398973,1.0,1.0,0.011615114847487954,1.0,1.0,,
866,39828,1732,0.015384606061934392,1.0,1.0,,,,,
867,39862,1734,0.01616613546935696,1.0,1.0,,,,,
868,39912,1736,0.012307871885864947,1.0,1.0,,,,,
869,39962,1738,0.01327620906247527,1.0,1.0,,,,,
870,39996,1740,0.017020389764547873,1.0,1.0,,,,,
871,40046,1742,0.014218860400906122,1.0,1.0,,,,,
872,40080,1744,0.02149181027184795,1.0,1.0,,,,,
873,40130,1746,0.012993609550000354,1.0,1.0,0.01163343487849526,1.0,1.0,,
874,40164,1748,0.02239037572795496,1.0,1.0,,,,,
875,40198,1750,0.01891710565046651,1.0,1.0,,,,,
876,40232,1752,0.01129587888732658,1.0,1.0,,,,,
877,40282,1754,0.010619898080606163,1.0,1.0,,,,,
878,40332,1756,0.010276228782557456,1.0,1.0,,,,,
879,40382,1758,0.007373855664151656,1.0,1.0,,,,,
880,40432,1760,0.014090622362678005,1.0,1.0,,,,,
881,40482,1762,0.00829349232267153,1.0,1.0,0.018645473621356053,1.0,1.0,,
882,40532,1764,0.015297508266297277,1.0,1.0,,,,,
883,40566,1766,0.015520985477281786,1.0,1.0,,,,,
884,40616,1768,0.011590092475735598,1.0,1.0,,,,,
885,40650,1770,0.016989373708975106,1.0,1.0,,,,,
886,40700,1772,0.012912951447614963,1.0,1.0,,,,,
