step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
887,40750,1774,0.0162821013557209,1.0,1.0,,,,,
888,40784,1776,0.015940141753826537,1.0,1.0,,,,,
889,40818,1778,0.020492282185051638,1.0,1.0,0.01726388197424664,1.0,1.0,,
890,40868,1780,0.01638585082065068,1.0,1.0,,,,,
891,40902,1782,0.019567006031807072,1.0,1.0,,,,,
892,40936,1784,0.017057226031013215,1.0,1.0,,,,,
893,40986,1786,0.014035549562308916,1.0,1.0,,,,,
894,41036,1788,0.014216277911995501,1.0,1.0,,,,,
895,41086,1790,0.012337936045031863,1.0,1.0,,,,,
896,41120,1792,0.010941089881803239,1.0,1.0,,,,,
897,41170,1794,0.013781458053834591,1.0,1.0,0.010875757517784069,1.0,1.0,,
898,41204,1796,0.296304657843516,0.5,0.5,,,,,
899,41238,1798,0.015607601235190033,1.0,1.0,,,,,
900,41288,1800,0.00810213926269474,1.0,1.0,,,,,
901,41338,1802,0.011020263201060818,1.0,1.0,,,,,
902,41388,1804,0.010576514884275334,1.0,1.0,,,,,
903,41438,1806,0.014305095038711595,1.0,1.0,,,,,
904,41488,1808,0.013066308113314449,1.0,1.0,,,,,
905,41522,1810,0.017083876298931388,1.0,1.0,0.011318098250730105,1.0,1.0,,
906,41556,1812,0.061964628340558645,0.5,0.5,,,,,
907,41606,1814,0.008527381473728233,1.0,1.0,,,,,
908,41656,1816,0.0113396174630725,1.0,1.0,,,,,
909,41706,1818,0.026719688029422737,1.0,1.0,,,,,
910,41756,1820,0.013301785203399278,1.0,1.0,,,,,
911,41790,1822,0.01852350253524037,1.0,1.0,,,,,
912,41840,1824,0.012045491254712411,1.0,1.0,,,,,
913,41874,1826,0.017237748241796,1.0,1.0,0.0153991685332979,1.0,1.0,,
914,41908,1828,0.015601730596019932,1.0,1.0,,,,,
915,41958,1830,0.014285712934409578,1.0,1.0,,,,,
916,42008,1832,0.014336756032280391,1.0,1.0,,,,,
917,42058,1834,0.009177793987763987,1.0,1.0,,,,,
918,42092,1836,0.185708241036632,0.5,0.5,,,,,
919,42142,1838,0.014248320799324574,1.0,1.0,,,,,
920,42176,1840,0.018002823113184546,1.0,1.0,,,,,
921,42226,1842,0.013279892712110568,1.0,1.0,0.017626213540693242,1.0,1.0,,
922,42276,1844,0.009047327568958584,1.0,1.0,,,,,
923,42310,1846,0.01592494661787441,1.0,1.0,,,,,
924,42360,1848,0.01068595070074025,1.0,1.0,,,,,
925,42394,1850,0.045872639729291224,0.5,0.5,,,,,
926,42444,1852,0.01053061389475867,1.0,1.0,,,,,
927,42494,1854,0.019493037491023036,1.0,1.0,,,,,
928,42544,1856,0.01033602276463474,1.0,1.0,,,,,
929,42594,1858,0.06562495418408314,0.5,0.5,0.024997846585473174,1.0,1.0,,
930,42644,1860,0.016101388627706305,1.0,1.0,,,,,
931,42694,1862,0.015671521706766122,1.0,1.0,,,,,
932,42744,1864,0.010799056514130524,1.0,1.0,,,,,
933,42794,1866,0.011590294111144124,1.0,1.0,,,,,
934,42844,1868,0.015085442365126859,1.0,1.0,,,,,
935,42894,1870,0.013221534260980357,1.0,1.0,,,,,
936,42944,1872,0.015273575461687868,1.0,1.0,,,,,
937,42978,1874,0.012503928133629643,1.0,1.0,0.012198786029366599,1.0,1.0,,
938,43012,1876,0.013923637831285305,1.0,1.0,,,,,
939,43062,1878,0.017516287054431055,1.0,1.0,,,,,
940,43096,1880,0.026529426176482497,1.0,1.0,,,,,
941,43146,1882,0.016846357681721807,1.0,1.0,,,,,
942,43196,1884,0.01815741463287092,1.0,1.0,,,,,
943,43230,1886,0.36012691186960866,0.5,0.5,,,,,
944,43264,1888,0.015718008356516298,1.0,1.0,,,,,
945,43314,1890,0.012866069826606388,1.0,1.0,0.01231962008851042,1.0,1.0,,
946,43364,1892,0.012730757013432592,1.0,1.0,,,,,
947,43398,1894,0.02158665543951429,1.0,1.0,,,,,
948,43448,1896,0.01181976580095352,1.0,1.0,,,,,
949,43498,1898,0.020079496380228646,1.0,1.0,,,,,
950,43548,1900,0.013041102160917717,1.0,1.0,,,,,
951,43582,1902,0.019045286819291508,1.0,1.0,,,,,
952,43616,1904,0.021050176150320114,1.0,1.0,,,,,
953,43666,1906,0.009554843032541007,1.0,1.0,0.023540626024068843,1.0,1.0,,
954,43716,1908,0.013271262934304107,1.0,1.0,,,,,
955,43766,1910,0.007862232785267905,1.0,1.0,,,,,
956,43800,1912,0.02378918734892466,1.0,1.0,,,,,
957,43850,1914,0.09559221949032842,0.5,0.5,,,,,
958,43900,1916,0.01117116350089721,1.0,1.0,,,,,
959,43950,1918,0.015824817124994298,1.0,1.0,,,,,
960,43984,1920,0.02164560956456171,1.0,1.0,,,,,
961,44034,1922,0.011231795050449968,1.0,1.0,0.01632787796776332,1.0,1.0,,
962,44084,1924,0.016237017508966573,1.0,1.0,,,,,
963,44134,1926,0.01165749995675166,1.0,1.0,,,,,
964,44168,1928,0.021143155169265813,1.0,1.0,,,,,
965,44218,1930,0.011153388174310143,1.0,1.0,,,,,
966,44268,1932,0.009340626870193774,1.0,1.0,,,,,
967,44302,1934,0.015014130942035991,1.0,1.0,,,,,
968,44336,1936,0.011604600656601176,1.0,1.0,,,,,
969,44386,1938,0.013434375541194943,1.0,1.0,0.012898421591086543,1.0,1.0,,
970,44436,1940,0.013856874161250898,1.0,1.0,,,,,
971,44486,1942,0.015447478823931915,1.0,1.0,,,,,
972,44536,1944,0.014356659572516342,1.0,1.0,,,,,
973,44570,1946,0.015462326531960573,1.0,1.0,,,,,
974,44620,1948,0.017849152522661223,1.0,1.0,,,,,
975,44654,1950,0.01624309786817321,1.0,1.0,,,,,
976,44704,1952,0.013260406759812516,1.0,1.0,,,,,
977,44754,1954,0.014169848219935374,1.0,1.0,0.0176605578190879,1.0,1.0,,
978,44804,1956,0.016764531848081483,1.0,1.0,,,,,
979,44838,1958,0.021344538140801887,1.0,1.0,,,,,
980,44888,1960,0.015559950630461873,1.0,1.0,,,,,
981,44938,1962,0.010549246773819805,1.0,1.0,,,,,
982,44988,1964,0.011420330542621664,1.0,1.0,,,,,
983,45022,1966,0.017464285867526998,1.0,1.0,,,,,
984,45072,1968,0.02220437322368828,1.0,1.0,,,,,
985,45122,1970,0.014915955410645361,1.0,1.0,0.014118922182933603,1.0,1.0,,
986,45156,1972,0.013941495606322862,1.0,1.0,,,,,
987,45206,1974,0.015733373347866293,1.0,1.0,,,,,
988,45240,1976,0.014133970381153632,1.0,1.0,,,,,
989,45290,1978,0.010563850766050866,1.0,1.0,,,,,
990,45324,1980,0.015266424663295766,1.0,1.0,,,,,
991,45358,1982,0.029213044412442744,1.0,1.0,,,,,
992,45408,1984,0.011956209862849695,1.0,1.0,,,,,
993,45442,1986,0.012335461961938566,1.0,1.0,0.01750512422556994,1.0,1.0,,
994,45476,1988,0.019677018405527633,1.0,1.0,,,,,
995,45526,1990,0.014544260342875835,1.0,1.0,,,,,
996,45576,1992,0.014474549092285923,1.0,1.0,,,,,
997,45626,1994,0.012829823039619442,1.0,1.0,,,,,
998,45676,1996,0.012857860819735835,1.0,1.0,,,,,
999,45726,1998,0.010022983817088972,1.0,1.0,,,,,
1000,45776,2000,0.013286737611009207,1.0,1.0,,,,,
1001,45810,2002,0.01855307008359887,1.0,1.0,0.01869935954517814,1.0,1.0,,
1002,45860,2004,0.010998197685544634,1.0,1.0,,,,,
1003,45910,2006,0.016323032085445374,1.0,1.0,,,,,
1004,45960,2008,0.01154960790585695,1.0,1.0,,,,,
1005,46010,2010,0.01589823064636221,1.0,1.0,,,,,
1006,46060,2012,0.015920525732298452,1.0,1.0,,,,,
1007,46110,2014,0.013266325245188568,1.0,1.0,,,,,
1008,46160,2016,0.013437422016810766,1.0,1.0,,,,,
1009,46194,2018,0.022687102585355206,1.0,1.0,0.014107497435402367,1.0,1.0,,
1010,46244,2020,0.024033534688928746,1.0,1.0,,,,,
1011,46278,2022,0.012121764958246786,1.0,1.0,,,,,
1012,46328,2024,0.010912682599580609,1.0,1.0,,,,,
1013,46378,2026,0.015650979192602485,1.0,1.0,,,,,
1014,46428,2028,0.010432267154307432,1.0,1.0,,,,,
1015,46478,2030,0.01321657401288121,1.0,1.0,,,,,
1016,46512,2032,0.01565304985997045,1.0,1.0,,,,,
1017,46562,2034,0.013673301736613817,1.0,1.0,0.019192281867636513,1.0,1.0,,
1018,46612,2036,0.010093414771137454,1.0,1.0,,,,,
1019,46646,2038,0.018452306303152,1.0,1.0,,,,,
1020,46696,2040,0.010465539249577584,1.0,1.0,,,,,
1021,46746,2042,0.00916291626977909,1.0,1.0,,,,,
1022,46796,2044,0.014820036249479166,1.0,1.0,,,,,
1023,46846,2046,0.012824658452591965,1.0,1.0,,,,,
1024,46896,2048,0.008964609885982402,1.0,1.0,,,,,
1025,46930,2050,0.01651545556694799,1.0,1.0,0.00991746235837051,1.0,1.0,,
1026,46980,2052,0.014456327674911333,1.0,1.0,,,,,
1027,47014,2054,0.019603159085338575,1.0,1.0,,,,,
1028,47064,2056,0.010342450601732103,1.0,1.0,,,,,
1029,47114,2058,0.08815458640836825,0.5,0.5,,,,,
1030,47164,2060,0.010295254662359336,1.0,1.0,,,,,
1031,47214,2062,0.011462348172447796,1.0,1.0,,,,,
1032,47264,2064,0.009146678600422432,1.0,1.0,,,,,
1033,47314,2066,0.006844305980409141,1.0,1.0,0.01791026245317577,1.0,1.0,,
1034,47364,2068,0.013957258576322904,1.0,1.0,,,,,
1035,47414,2070,0.012225377414670223,1.0,1.0,,,,,
1036,47448,2072,0.015074855392649624,1.0,1.0,,,,,
1037,47498,2074,0.01470848415049962,1.0,1.0,,,,,
1038,47548,2076,0.010021376608383434,1.0,1.0,,,,,
1039,47598,2078,0.012332524157103154,1.0,1.0,,,,,
1040,47648,2080,0.013179913962637025,1.0,1.0,,,,,
1041,47682,2082,0.018280198875863785,1.0,1.0,0.01712278664334008,1.0,1.0,,
1042,47732,2084,0.009851162826480504,1.0,1.0,,,,,
1043,47782,2086,0.013062302871270129,1.0,1.0,,,,,
1044,47832,2088,0.011324008676765517,1.0,1.0,,,,,
1045,47882,2090,0.010727654943815048,1.0,1.0,,,,,
1046,47932,2092,0.01723103861050125,1.0,1.0,,,,,
1047,47982,2094,0.1690236331013997,0.5,0.5,,,,,
1048,48032,2096,0.010095764946836427,1.0,1.0,,,,,
1049,48082,2098,0.010798006594644296,1.0,1.0,0.011962317145098496,1.0,1.0,,
1050,48116,2100,0.01591281279619579,1.0,1.0,,,,,
1051,48166,2102,0.029652314367647634,1.0,1.0,,,,,
1052,48200,2104,0.01297746601117524,1.0,1.0,,,,,
1053,48234,2106,0.010700248773175646,1.0,1.0,,,,,
1054,48284,2108,0.009336614760548702,1.0,1.0,,,,,
1055,48334,2110,0.012604979454491738,1.0,1.0,,,,,
1056,48368,2112,0.011869744609953159,1.0,1.0,,,,,
1057,48418,2114,0.009440430671334826,1.0,1.0,0.011448503696410624,1.0,1.0,,
1058,48468,2116,0.018210862222131256,1.0,1.0,,,,,
1059,48518,2118,0.012411297214487908,1.0,1.0,,,,,
1060,48568,2120,0.01564490688817993,1.0,1.0,,,,,
1061,48618,2122,0.011341137019880989,1.0,1.0,,,,,
1062,48668,2124,0.02933546031204969,1.0,1.0,,,,,
1063,48718,2126,0.00903416729033855,1.0,1.0,,,,,
1064,48768,2128,0.008991031236273178,1.0,1.0,,,,,
1065,48818,2130,0.01703620453740162,1.0,1.0,0.012017902440894658,1.0,1.0,,
1066,48852,2132,0.02151673568931471,1.0,1.0,,,,,
1067,48886,2134,0.012850439305984762,1.0,1.0,,,,,
1068,48936,2136,0.008412000418871532,1.0,1.0,,,,,
1069,48986,2138,0.013168361253059023,1.0,1.0,,,,,
1070,49036,2140,0.010609611695381318,1.0,1.0,,,,,
1071,49086,2142,0.011849670255895338,1.0,1.0,,,,,
1072,49120,2144,0.014005183918015973,1.0,1.0,,,,,
1073,49170,2146,0.021358679673276693,1.0,1.0,0.014684413655974707,1.0,1.0,,
1074,49220,2148,0.013751906999605124,1.0,1.0,,,,,
1075,49270,2150,0.016918601688515385,1.0,1.0,,,,,
1076,49320,2152,0.010086072893395035,1.0,1.0,,,,,
1077,49370,2154,0.010608453555936044,1.0,1.0,,,,,
1078,49420,2156,0.008757398303562997,1.0,1.0,,,,,
1079,49470,2158,0.07716576706977928,0.5,0.5,,,,,
1080,49520,2160,0.009866060980414962,1.0,1.0,,,,,
1081,49570,2162,0.013398128341518713,1.0,1.0,0.01168261242310109,1.0,1.0,,
1082,49620,2164,0.014339149095388469,1.0,1.0,,,,,
1083,49670,2166,0.015032308377358278,1.0,1.0,,,,,
1084,49720,2168,0.014504616315384739,1.0,1.0,,,,,
1085,49770,2170,0.00743779023564457,1.0,1.0,,,,,
1086,49820,2172,0.011877356649068437,1.0,1.0,,,,,
1087,49870,2174,0.011356186715838703,1.0,1.0,,,,,
1088,49904,2176,0.014364240843997324,1.0,1.0,,,,,
1089,49954,2178,0.00927906644707112,1.0,1.0,0.012060621902175418,1.0,1.0,,
1090,50004,2180,0.010613977101763037,1.0,1.0,,,,,
1091,50054,2182,0.013541861017911288,1.0,1.0,,,,,
1092,50104,2184,0.014255566244222187,1.0,1.0,,,,,
1093,50154,2186,0.010487269647836304,1.0,1.0,,,,,
1094,50204,2188,0.013216067357264669,1.0,1.0,,,,,
1095,50254,2190,0.02401172413454143,1.0,1.0,,,,,
1096,50288,2192,0.018488148794214114,1.0,1.0,,,,,
1097,50338,2194,0.01022617753367437,1.0,1.0,0.01976085059208799,1.0,1.0,,
1098,50388,2196,0.013344889771618304,1.0,1.0,,,,,
1099,50438,2198,0.015499985830625368,1.0,1.0,,,,,
1100,50488,2200,0.010622603879842244,1.0,1.0,,,,,
1101,50538,2202,0.009290460877473379,1.0,1.0,,,,,
1102,50588,2204,0.018987290474651673,1.0,1.0,,,,,
1103,50638,2206,0.017463269310046596,1.0,1.0,,,,,
1104,50672,2208,0.017843746154885595,1.0,1.0,,,,,
1105,50706,2210,0.012157442809038911,1.0,1.0,0.010147028478766817,1.0,1.0,,
1106,50740,2212,0.012185488969680592,1.0,1.0,,,,,
1107,50790,2214,0.010385524710239529,1.0,1.0,,,,,
1108,50840,2216,0.01765619987285997,1.0,1.0,,,,,
1109,50874,2218,0.015484583467193716,1.0,1.0,,,,,
1110,50908,2220,0.011701640485205191,1.0,1.0,,,,,
1111,50958,2222,0.010269684373124617,1.0,1.0,,,,,
1112,51008,2224,0.010333726052532863,1.0,1.0,,,,,
1113,51058,2226,0.014783454904324268,1.0,1.0,0.01065565439538053,1.0,1.0,,
1114,51092,2228,0.012743394969704695,1.0,1.0,,,,,
1115,51142,2230,0.01725450450698039,1.0,1.0,,,,,
1116,51192,2232,0.010596150180766319,1.0,1.0,,,,,
1117,51242,2234,0.009002750839084304,1.0,1.0,,,,,
1118,51276,2236,0.0158049785401181,1.0,1.0,,,,,
1119,51326,2238,0.011749935265306703,1.0,1.0,,,,,
1120,51376,2240,0.011607546069221826,1.0,1.0,,,,,
1121,51410,2242,0.01858647857062579,1.0,1.0,0.01547829097484282,1.0,1.0,,
1122,51444,2244,0.019947941799200633,1.0,1.0,,,,,
1123,51494,2246,0.01512472763069733,1.0,1.0,,,,,
1124,51544,2248,0.01184531161926543,1.0,1.0,,,,,
1125,51578,2250,0.017294030436441975,1.0,1.0,,,,,
1126,51612,2252,0.01314748209792015,1.0,1.0,,,,,
1127,51662,2254,0.013266347462182845,1.0,1.0,,,,,
1128,51712,2256,0.01018206033856283,1.0,1.0,,,,,
1129,51762,2258,0.008570514311007476,1.0,1.0,0.01139887087962658,1.0,1.0,,
1130,51812,2260,0.01065983996612431,1.0,1.0,,,,,
1131,51862,2262,0.018668583026847044,1.0,1.0,,,,,
1132,51896,2264,0.018797929432585084,1.0,1.0,,,,,
1133,51946,2266,0.01000195132760382,1.0,1.0,,,,,
1134,51996,2268,0.01154884287179205,1.0,1.0,,,,,
1135,52046,2270,0.011880465425971732,1.0,1.0,,,,,
1136,52080,2272,0.01742868678037439,1.0,1.0,,,,,
1137,52130,2274,0.016839057882208786,1.0,1.0,0.01529592502221476,1.0,1.0,,
1138,52164,2276,0.013500376453484932,1.0,1.0,,,,,
1139,52214,2278,0.013737516687086402,1.0,1.0,,,,,
1140,52264,2280,0.011856045103595532,1.0,1.0,,,,,
1141,52298,2282,0.028698105316161675,1.0,1.0,,,,,
1142,52332,2284,0.018224974753320564,1.0,1.0,,,,,
1143,52366,2286,0.013752240086591882,1.0,1.0,,,,,
1144,52416,2288,0.012125226765169826,1.0,1.0,,,,,
1145,52466,2290,0.00782094930221471,1.0,1.0,0.015239959979380728,1.0,1.0,,
1146,52516,2292,0.011105812423208287,1.0,1.0,,,,,
1147,52566,2294,0.011107928911436223,1.0,1.0,,,,,
1148,52616,2296,0.013766249333737808,1.0,1.0,,,,,
1149,52666,2298,0.016991866925400244,1.0,1.0,,,,,
1150,52716,2300,0.008798074973365147,1.0,1.0,,,,,
1151,52766,2302,0.012163512886160485,1.0,1.0,,,,,
1152,52816,2304,0.010755409374519333,1.0,1.0,,,,,
1153,52866,2306,0.01038884440228415,1.0,1.0,0.01124870202278809,1.0,1.0,,
1154,52916,2308,0.010918564226976742,1.0,1.0,,,,,
1155,52966,2310,0.015345022133878956,1.0,1.0,,,,,
1156,53016,2312,0.012501503221378317,1.0,1.0,,,,,
1157,53066,2314,0.017831430628372495,1.0,1.0,,,,,
1158,53116,2316,0.01148415988248265,1.0,1.0,,,,,
1159,53150,2318,0.015012220567992358,1.0,1.0,,,,,
1160,53200,2320,0.016181865216337125,1.0,1.0,,,,,
1161,53250,2322,0.009658996728394414,1.0,1.0,0.013335197035491244,1.0,1.0,,
1162,53284,2324,0.010870727667861502,1.0,1.0,,,,,
1163,53334,2326,0.0072420377619285626,1.0,1.0,,,,,
1164,53384,2328,0.014082480407576743,1.0,1.0,,,,,
1165,53434,2330,0.012238865991275815,1.0,1.0,,,,,
1166,53468,2332,0.014202416907867815,1.0,1.0,,,,,
1167,53518,2334,0.012898176311846329,1.0,1.0,,,,,
1168,53568,2336,0.012056365959439668,1.0,1.0,,,,,
1169,53618,2338,0.011894729877725089,1.0,1.0,0.01310964656676409,1.0,1.0,,
1170,53668,2340,0.009295890486149193,1.0,1.0,,,,,
1171,53718,2342,0.01080722449740885,1.0,1.0,,,,,
1172,53768,2344,0.009870892255131972,1.0,1.0,,,,,
1173,53818,2346,0.010291710572334219,1.0,1.0,,,,,
1174,53852,2348,0.01608982816895093,1.0,1.0,,,,,
1175,53902,2350,0.010499986285599333,1.0,1.0,,,,,
1176,53952,2352,0.010372593563817723,1.0,1.0,,,,,
1177,54002,2354,0.01782945797848697,1.0,1.0,0.016593844486930038,1.0,1.0,,
1178,54052,2356,0.013249903198610205,1.0,1.0,,,,,
1179,54102,2358,0.010308901867707618,1.0,1.0,,,,,
1180,54152,2360,0.014615439272607207,1.0,1.0,,,,,
1181,54202,2362,0.011376225221053271,1.0,1.0,,,,,
1182,54252,2364,0.014812278158666835,1.0,1.0,,,,,
1183,54302,2366,0.012106586885302022,1.0,1.0,,,,,
1184,54352,2368,0.011459416864478272,1.0,1.0,,,,,
1185,54402,2370,0.009382583899617507,1.0,1.0,0.010166295807438244,1.0,1.0,,
1186,54452,2372,0.010934860641723769,1.0,1.0,,,,,
1187,54502,2374,0.01452900978240526,1.0,1.0,,,,,
1188,54552,2376,0.01367762926107692,1.0,1.0,,,,,
1189,54602,2378,0.015747637745957183,1.0,1.0,,,,,
1190,54652,2380,0.011460578919183796,1.0,1.0,,,,,
1191,54702,2382,0.00867729438266906,1.0,1.0,,,,,
1192,54752,2384,0.013847119288354859,1.0,1.0,,,,,
1193,54802,2386,0.013228845267287093,1.0,1.0,0.010640581373415899,1.0,1.0,,
1194,54836,2388,0.012602167009895311,1.0,1.0,,,,,
1195,54886,2390,0.012950815431895536,1.0,1.0,,,,,
1196,54936,2392,0.01309014184938633,1.0,1.0,,,,,
1197,54986,2394,0.0082253201402591,1.0,1.0,,,,,
1198,55036,2396,0.007921042167881752,1.0,1.0,,,,,
1199,55086,2398,0.007653624609120015,1.0,1.0,,,,,
1200,55136,2400,0.010785933446768847,1.0,1.0,,,,,
1201,55186,2402,0.012929728229379786,1.0,1.0,0.011358155609796085,1.0,1.0,,
1202,55236,2404,0.009748725615166525,1.0,1.0,,,,,
1203,55286,2406,0.010626263305384402,1.0,1.0,,,,,
1204,55320,2408,0.014741231791063002,1.0,1.0,,,,,
1205,55354,2410,0.015060098765361546,1.0,1.0,,,,,
1206,55404,2412,0.010672370377621218,1.0,1.0,,,,,
1207,55454,2414,0.00972640728180219,1.0,1.0,,,,,
1208,55504,2416,0.013036458354680841,1.0,1.0,,,,,
1209,55554,2418,0.012960940568771851,1.0,1.0,0.015116236066345056,1.0,1.0,,
1210,55604,2420,0.012960645565519825,1.0,1.0,,,,,
1211,55638,2422,0.015932364731393138,1.0,1.0,,,,,
1212,55688,2424,0.009876773125489915,1.0,1.0,,,,,
1213,55738,2426,0.008035898936213925,1.0,1.0,,,,,
1214,55788,2428,0.010577028876671953,1.0,1.0,,,,,
1215,55822,2430,0.013332253927590045,1.0,1.0,,,,,
1216,55856,2432,0.014721348179018604,1.0,1.0,,,,,
1217,55906,2434,0.007571761853741542,1.0,1.0,0.01705769966348271,1.0,1.0,,
1218,55956,2436,0.014874293448865502,1.0,1.0,,,,,
1219,56006,2438,0.010682093391594661,1.0,1.0,,,,,
1220,56040,2440,0.015815895059789684,1.0,1.0,,,,,
1221,56090,2442,0.009641458257562288,1.0,1.0,,,,,
1222,56140,2444,0.008525419850620134,1.0,1.0,,,,,
1223,56190,2446,0.010641209693568876,1.0,1.0,,,,,
1224,56240,2448,0.008975451822626233,1.0,1.0,,,,,
1225,56290,2450,0.010609997407652448,1.0,1.0,0.010064526953138964,1.0,1.0,,
1226,56340,2452,0.006841466563003753,1.0,1.0,,,,,
1227,56390,2454,0.012707377666982515,1.0,1.0,,,,,
1228,56440,2456,0.011526866029859471,1.0,1.0,,,,,
1229,56490,2458,0.011243247290813845,1.0,1.0,,,,,
1230,56540,2460,0.01293948412319272,1.0,1.0,,,,,
1231,56590,2462,0.007846667765855575,1.0,1.0,,,,,
1232,56640,2464,0.1293905156054393,0.5,0.5,,,,,
1233,56690,2466,0.011417260757180544,1.0,1.0,0.012925363418278265,1.0,1.0,,
1234,56724,2468,0.01608064414026103,1.0,1.0,,,,,
1235,56774,2470,0.009067683950585206,1.0,1.0,,,,,
1236,56824,2472,0.012783844448635479,1.0,1.0,,,,,
1237,56874,2474,0.010954650276413909,1.0,1.0,,,,,
1238,56924,2476,0.006465547494129472,1.0,1.0,,,,,
1239,56974,2478,0.01014294324473667,1.0,1.0,,,,,
1240,57008,2480,0.012859900825134786,1.0,1.0,,,,,
1241,57058,2482,0.017465617213938456,1.0,1.0,0.010839313146336734,1.0,1.0,,
1242,57108,2484,0.01629141073636902,1.0,1.0,,,,,
1243,57158,2486,0.010505540879742058,1.0,1.0,,,,,
1244,57192,2488,0.01031196640320559,1.0,1.0,,,,,
1245,57226,2490,0.015211028957432975,1.0,1.0,,,,,
1246,57260,2492,0.022431338297546975,1.0,1.0,,,,,
1247,57294,2494,0.014051607818146294,1.0,1.0,,,,,
1248,57344,2496,0.010457909702853006,1.0,1.0,,,,,
1249,57394,2498,0.008268285290396306,1.0,1.0,0.04129760925234222,0.5,0.5,,
1250,57428,2500,0.018993328956335064,1.0,1.0,,,,,
1251,57478,2502,0.02871179832566971,1.0,1.0,,,,,
1252,57528,2504,0.013372226801090318,1.0,1.0,,,,,
1253,57562,2506,0.013407214173048486,1.0,1.0,,,,,
1254,57612,2508,0.010611645575543964,1.0,1.0,,,,,
1255,57646,2510,0.016109570050064123,1.0,1.0,,,,,
1256,57696,2512,0.010258733228182944,1.0,1.0,,,,,
1257,57746,2514,0.008369801547344954,1.0,1.0,0.010659027108858937,1.0,1.0,,
1258,57796,2516,0.019725781790105736,1.0,1.0,,,,,
1259,57846,2518,0.007243629587209172,1.0,1.0,,,,,
1260,57896,2520,0.013759164875703694,1.0,1.0,,,,,
1261,57946,2522,0.015973541996657636,1.0,1.0,,,,,
1262,57980,2524,0.010791683405906268,1.0,1.0,,,,,
1263,58030,2526,0.013100858875380558,1.0,1.0,,,,,
1264,58064,2528,0.01349891977949483,1.0,1.0,,,,,
1265,58098,2530,0.01808584314881955,1.0,1.0,0.017767341589262742,1.0,1.0,,
1266,58132,2532,0.017109224939238176,1.0,1.0,,,,,
1267,58182,2534,0.012046015000579854,1.0,1.0,,,,,
1268,58232,2536,0.013574071229004406,1.0,1.0,,,,,
1269,58282,2538,0.009515518333937507,1.0,1.0,,,,,
1270,58332,2540,0.010509702966861975,1.0,1.0,,,,,
1271,58382,2542,0.012739287739635376,1.0,1.0,,,,,
1272,58432,2544,0.012302141187113496,1.0,1.0,,,,,
1273,58482,2546,0.016312610277286695,1.0,1.0,0.0133212740320414,1.0,1.0,,
1274,58516,2548,0.014158903537335163,1.0,1.0,,,,,
1275,58566,2550,0.011488635161892186,1.0,1.0,,,,,
1276,58616,2552,0.010073141817532208,1.0,1.0,,,,,
1277,58650,2554,0.007658045750999918,1.0,1.0,,,,,
1278,58700,2556,0.013835521513698648,1.0,1.0,,,,,
1279,58750,2558,0.01118396738431026,1.0,1.0,,,,,
1280,58800,2560,0.01153770890126983,1.0,1.0,,,,,
1281,58850,2562,0.010277136517169461,1.0,1.0,0.008457039109680408,1.0,1.0,0.987500011920929,0.9875225106524095
1282,58900,2564,0.009797547300345285,1.0,1.0,,,,,
1283,58950,2566,0.008723653217815201,1.0,1.0,,,,,
1284,59000,2568,0.008822488302394049,1.0,1.0,,,,,
1285,59034,2570,0.012572895247246835,1.0,1.0,,,,,
1286,59084,2572,0.014266980608491998,1.0,1.0,,,,,
1287,59134,2574,0.009202800968323573,1.0,1.0,,,,,
1288,59184,2576,0.010000699043994248,1.0,1.0,,,,,
1289,59234,2578,0.010696635112972218,1.0,1.0,0.009124672927311318,1.0,1.0,,
1290,59284,2580,0.012845838361887822,1.0,1.0,,,,,
1291,59334,2582,0.008249418308026482,1.0,1.0,,,,,
1292,59384,2584,0.011873500512022775,1.0,1.0,,,,,
1293,59434,2586,0.009723354528665974,1.0,1.0,,,,,
1294,59468,2588,0.01091408861252148,1.0,1.0,,,,,
1295,59502,2590,0.017352918351261907,1.0,1.0,,,,,
1296,59552,2592,0.013733080255664165,1.0,1.0,,,,,
1297,59602,2594,0.008165482038554427,1.0,1.0,0.010357882119817531,1.0,1.0,,
1298,59652,2596,0.007411082922205689,1.0,1.0,,,,,
1299,59702,2598,0.0119971457341065,1.0,1.0,,,,,
1300,59736,2600,0.01412143869053807,1.0,1.0,,,,,
1301,59786,2602,0.011624990640202669,1.0,1.0,,,,,
1302,59836,2604,0.010828423832298692,1.0,1.0,,,,,
1303,59886,2606,0.011058102416177462,1.0,1.0,,,,,
1304,59936,2608,0.010040757696353163,1.0,1.0,,,,,
1305,59986,2610,0.006878755325503031,1.0,1.0,0.015338593198639502,1.0,1.0,,
1306,60036,2612,0.009446991620642393,1.0,1.0,,,,,
1307,60086,2614,0.008872302371056929,1.0,1.0,,,,,
1308,60136,2616,0.012444487142797696,1.0,1.0,,,,,
1309,60170,2618,0.014913066173427011,1.0,1.0,,,,,
1310,60220,2620,0.0109244525408864,1.0,1.0,,,,,
1311,60270,2622,0.010795762032130368,1.0,1.0,,,,,
1312,60320,2624,0.007436333883385185,1.0,1.0,,,,,
1313,60354,2626,0.01711362134365345,1.0,1.0,0.015321911216709241,1.0,1.0,,
